code,web_name,element_type,gameweek,minutes,mins_score,goals_score,assists_score,xg_score,xgi_score,cs_score,bonus_score,goals_conceded_score,xgc_score,composite_score
179268,Cucurella,2,1,90,1.2727272727272727,5.455,5.455,8.83,9.19,8.425,9.504999999999999,7.75,6.9399999999999995,6.996522727272728
491279,Van de Ven,2,1,90,1.2727272727272727,5.455,5.455,9.91,9.91,8.425,4.96,7.75,5.455,6.983022727272728
449434,Elanga,3,1,77,1.2333333333333334,5.255102040816327,5.010204081632653,9.877551020408163,9.510204081632654,8.53061224489796,5.316326530612245,7.336734693877551,8.683673469387754,6.9605782312925175
232826,Gordon,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,9.816326530612244,9.448979591836736,8.53061224489796,5.316326530612245,7.336734693877551,8.438775510204081,6.930844155844157
222694,Struijk,2,1,90,1.2727272727272727,5.455,5.455,9.01,8.515,8.425,9.504999999999999,7.75,7.9750000000000005,6.897522727272728
174594,Nmecha,4,1,12,1.0363636363636364,8.453125,5.5,8.875,8.875,4.65625,4.796875,7.1875,6.484375,6.839573863636365
232859,Spence,2,1,90,1.2727272727272727,5.455,5.455,9.459999999999999,9.459999999999999,8.425,4.96,7.75,5.455,6.825522727272728
201666,Barnes,3,1,89,1.2696969696969698,5.255102040816327,5.010204081632653,8.928571428571429,9.326530612244898,8.53061224489796,5.316326530612245,7.336734693877551,8.438775510204081,6.811153370439085
118748,M.Salah,3,1,90,1.2727272727272727,9.724489795918368,5.010204081632653,9.081632653061224,8.653061224489797,4.030612244897959,9.724489795918368,2.1938775510204085,2.255102040816327,6.756354359925789
223541,Chiesa,3,1,8,1.0242424242424242,9.724489795918368,5.010204081632653,8.53061224489796,7.3061224489795915,4.030612244897959,5.316326530612245,7.336734693877551,9.66326530612245,6.746811997526283
243298,Gakpo,3,1,90,1.2727272727272727,9.724489795918368,5.010204081632653,8.806122448979592,9.60204081632653,4.030612244897959,5.316326530612245,2.1938775510204085,2.255102040816327,6.745640074211503
215379,Anderson,3,1,90,1.2727272727272727,5.255102040816327,9.479591836734695,9.510204081632654,9.755102040816325,4.030612244897959,9.724489795918368,3.63265306122449,2.836734693877551,6.728803339517626
441164,Pedro Porro,2,1,90,1.2727272727272727,5.455,5.455,7.705,9.64,8.425,4.96,7.75,5.455,6.695022727272728
577016,Acheampong,2,1,90,1.2727272727272727,5.455,5.455,8.649999999999999,7.84,8.425,9.865,7.75,6.9399999999999995,6.659022727272728
535818,Adingra,3,1,75,1.2272727272727273,5.255102040816327,9.479591836734695,8.255102040816325,7.3061224489795915,8.53061224489796,5.316326530612245,7.336734693877551,7.244897959183674,6.621706864564008
624773,Estêvão,3,1,36,1.1090909090909091,5.255102040816327,5.010204081632653,9.387755102040817,9.816326530612244,4.030612244897959,5.316326530612245,7.336734693877551,8.959183673469386,6.539480519480519
222531,Gibbs-White,3,1,83,1.2515151515151515,5.255102040816327,9.479591836734695,9.448979591836736,9.693877551020408,4.030612244897959,5.316326530612245,3.63265306122449,2.836734693877551,6.484845392702536
502500,Thiago,4,1,90,1.2727272727272727,8.453125,5.5,9.15625,9.15625,4.65625,4.796875,1.984375,2.125,6.483522727272728
180736,Chalobah,2,1,90,1.2727272727272727,5.455,5.455,8.649999999999999,8.11,8.425,4.96,7.75,6.9399999999999995,6.481272727272728
204480,Rice,3,1,82,1.2484848484848485,5.255102040816327,9.479591836734695,8.071428571428571,7.091836734693877,8.53061224489796,5.316326530612245,7.336734693877551,4.36734693877551,6.408011750154607
547027,Diarra,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,8.928571428571429,7.979591836734693,8.53061224489796,5.316326530612245,7.336734693877551,5.86734693877551,6.346150278293135
448514,Aït-Nouri,2,1,90,1.2727272727272727,5.455,5.455,8.11,6.76,8.425,9.1,7.75,7.57,6.3282727272727275
247632,Neto,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,6.142857142857142,8.89795918367347,8.53061224489796,5.316326530612245,7.336734693877551,5.346938775510204,6.2711502782931365
119471,Schär,2,1,90,1.2727272727272727,5.455,5.455,8.11,6.985,8.425,4.96,7.75,9.415000000000001,6.269772727272728
232413,Eze,3,1,83,1.2515151515151515,5.255102040816327,5.010204081632653,9.020408163265307,7.979591836734693,8.53061224489796,5.316326530612245,7.336734693877551,3.908163265306123,6.255253555967842
200617,James,3,1,77,1.2333333333333334,5.255102040816327,5.010204081632653,8.255102040816325,7.581632653061225,8.53061224489796,5.316326530612245,7.336734693877551,7.459183673469388,6.2549659863945575
225796,James,2,1,78,1.2363636363636363,5.455,5.455,4.1049999999999995,8.92,8.425,4.96,7.75,7.3,6.243636363636364
184029,Ødegaard,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,7.520408163265307,8.775510204081632,8.53061224489796,5.316326530612245,7.336734693877551,2.591836734693877,6.240538033395176
456512,Ndoye,3,1,78,1.2363636363636363,9.724489795918368,5.010204081632653,7.704081632653062,6.6938775510204085,4.030612244897959,9.908163265306122,3.63265306122449,2.836734693877551,6.235371057513915
209365,De Ligt,2,1,90,1.2727272727272727,5.455,5.455,9.775,9.549999999999999,3.9250000000000003,4.96,4.465,4.78,6.231522727272727
492859,Gnonto,3,1,66,1.2,5.255102040816327,5.010204081632653,8.255102040816325,7.183673469387755,8.53061224489796,5.316326530612245,7.336734693877551,8.86734693877551,6.222551020408163
466052,Cherki,3,1,17,1.0515151515151515,9.724489795918368,5.010204081632653,6.877551020408163,6.142857142857142,4.030612244897959,5.316326530612245,7.336734693877551,8.193877551020408,6.219947433518862
244851,Palmer,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,8.591836734693878,7.673469387755103,8.53061224489796,5.316326530612245,7.336734693877551,5.346938775510204,6.209925788497218
532605,Andrey Santos,3,1,11,1.0333333333333334,5.255102040816327,5.010204081632653,9.23469387755102,8.46938775510204,4.030612244897959,5.316326530612245,7.336734693877551,9.020408163265307,6.182925170068028
427623,Richards,2,1,90,1.2727272727272727,5.455,5.455,8.469999999999999,7.57,8.425,4.96,7.75,3.34,6.148272727272728
223340,Saka,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,8.438775510204081,7.979591836734693,8.53061224489796,5.316326530612245,7.336734693877551,2.591836734693877,6.13339517625232
564406,Mayenda,4,1,75,1.2272727272727273,8.453125,5.5,4.9375,4.9375,9.15625,8.734375,7.1875,6.0625,6.106321022727273
201895,Alderete,2,1,37,1.112121212121212,5.455,9.955,4.1049999999999995,8.11,3.9250000000000003,4.96,7.75,8.83,6.105212121212121
482442,P.M.Sarr,3,1,90,1.2727272727272727,5.255102040816327,9.479591836734695,3.173469387755102,7.795918367346938,8.53061224489796,5.316326530612245,7.336734693877551,4.520408163265306,6.104313543599258
235826,Piroe,4,1,77,1.2333333333333334,4.375,5.5,7.046875,8.03125,9.15625,4.796875,7.1875,6.484375,6.099895833333334
613804,Diouf,2,1,90,1.2727272727272727,5.455,5.455,9.1,9.370000000000001,3.9250000000000003,4.96,2.2600000000000002,6.535,6.0965227272727285
165809,Bernardo,3,1,65,1.196969696969697,5.255102040816327,5.010204081632653,3.173469387755102,9.020408163265307,8.53061224489796,5.316326530612245,7.336734693877551,7.153061224489796,6.087554112554113
111317,Brooks,3,1,83,1.2515151515151515,5.255102040816327,9.479591836734695,8.714285714285714,8.775510204081632,4.030612244897959,5.316326530612245,2.1938775510204085,1.7959183673469385,6.057804576376006
463067,Georginio,3,1,68,1.206060606060606,5.255102040816327,9.479591836734695,7.122448979591836,5.653061224489796,8.53061224489796,5.316326530612245,7.336734693877551,6.387755102040816,6.050197897340755
17761,Tarkowski,2,1,90,1.2727272727272727,5.455,5.455,9.64,9.19,3.9250000000000003,4.96,4.465,2.35,6.006522727272727
446008,Mbeumo,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,9.63265306122449,9.204081632653061,4.030612244897959,5.316326530612245,3.63265306122449,3.7551020408163267,5.981864564007422
475168,João Pedro,4,1,72,1.2181818181818183,4.375,5.5,7.046875,7.75,9.15625,4.796875,7.1875,5.21875,5.964786931818183
430871,Cunha,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,9.571428571428571,9.112244897959183,4.030612244897959,5.316326530612245,3.63265306122449,3.7551020408163267,5.95278293135436
467189,Hermansen,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,9.775,3.6999999999999997,4.6,2.35,7.3,5.943522727272727
248056,Tanaka,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,7.520408163265307,6.877551020408163,8.53061224489796,5.316326530612245,7.336734693877551,6.112244897959185,5.9420686456400755
513433,Gruda,3,1,7,1.0212121212121212,5.255102040816327,5.010204081632653,9.23469387755102,8.46938775510204,4.030612244897959,5.316326530612245,3.63265306122449,7.795918367346938,5.935284477427334
570526,Bergvall,3,1,79,1.2393939393939393,5.255102040816327,5.010204081632653,7.918367346938775,7.0,8.53061224489796,5.316326530612245,7.336734693877551,4.520408163265306,5.929551638837353
444765,Van den Berg,2,1,90,1.2727272727272727,5.455,5.455,9.775,9.19,3.9250000000000003,4.96,2.2600000000000002,2.7099999999999995,5.927772727272728
487676,Hume,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,7.57,8.425,4.96,7.75,7.57,5.923272727272728
244042,Muniz,4,1,24,1.0727272727272728,8.453125,5.5,6.203125,5.5,4.65625,9.578125,7.1875,5.5,5.922116477272727
444180,Anthony,3,1,84,1.2545454545454546,5.255102040816327,5.010204081632653,9.693877551020408,9.877551020408163,4.030612244897959,5.316326530612245,1.5204081632653057,1.1530612244897962,5.918821892393321
592031,Minteh,3,1,68,1.206060606060606,5.255102040816327,5.010204081632653,7.520408163265307,6.6938775510204085,8.53061224489796,5.316326530612245,7.336734693877551,6.387755102040816,5.903259121830551
97032,Virgil,2,1,90,1.2727272727272727,5.455,5.455,9.459999999999999,8.92,3.9250000000000003,4.96,3.205,3.025,5.891772727272728
98747,Pope,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,5.2749999999999995,8.2,9.325000000000001,7.75,9.549999999999999,5.8872727272727285
451340,Mitoma,3,1,82,1.2484848484848485,5.255102040816327,5.010204081632653,7.122448979591836,6.6938775510204085,8.53061224489796,5.316326530612245,7.336734693877551,6.387755102040816,5.867705627705628
247348,Muñoz,2,1,90,1.2727272727272727,5.455,5.455,8.334999999999999,6.49,8.425,4.96,7.75,3.34,5.864772727272728
512462,O'Brien,2,1,90,1.2727272727272727,5.455,5.455,9.235,8.74,3.9250000000000003,4.96,4.465,2.35,5.853522727272728
141746,B.Fernandes,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,8.438775510204081,9.112244897959183,4.030612244897959,5.316326530612245,3.63265306122449,3.7551020408163267,5.839517625231911
171314,Rúben,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,7.209999999999999,8.425,4.96,7.75,7.57,5.833272727272727
441191,Livramento,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,5.815,8.425,9.865,7.75,9.415000000000001,5.822022727272727
77794,Trippier,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,6.76,8.425,4.96,7.75,9.415000000000001,5.8130227272727275
498016,Roefs,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,5.2749999999999995,8.2,8.425,7.75,8.425,5.786022727272727
116535,A.Becker,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,9.775,3.6999999999999997,4.6,3.25,3.25,5.7860227272727265
432422,Tonali,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,3.173469387755102,7.459183673469388,8.53061224489796,5.316326530612245,7.336734693877551,8.438775510204081,5.769109461966606
231747,Mateta,4,1,90,1.2727272727272727,4.375,5.5,7.75,7.1875,9.15625,4.796875,7.1875,2.40625,5.759303977272728
215059,Sánchez,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,5.2749999999999995,8.2,8.425,7.75,7.75,5.752272727272728
465694,N.Gonzalez,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,6.663265306122449,6.448979591836735,8.53061224489796,5.316326530612245,7.336734693877551,5.86734693877551,5.736966604823748
184254,Vicario,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,5.2749999999999995,8.2,9.325000000000001,7.75,6.3999999999999995,5.729772727272729
577725,King,3,1,76,1.2303030303030302,5.255102040816327,5.010204081632653,8.653061224489797,8.46938775510204,4.030612244897959,5.316326530612245,3.63265306122449,4.183673469387754,5.717418058132344
83299,Dunk,2,1,90,1.2727272727272727,5.455,5.455,8.649999999999999,7.57,3.9250000000000003,4.96,4.465,6.220000000000001,5.6960227272727275
226182,Bogle,2,1,90,1.2727272727272727,5.455,5.455,7.345,5.2299999999999995,8.425,4.96,7.75,7.9750000000000005,5.682522727272728
154561,Raya,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,5.2749999999999995,8.2,10.0,7.75,4.15,5.6510227272727285
477555,Bobb,3,1,90,1.2727272727272727,5.255102040816327,9.479591836734695,3.173469387755102,5.653061224489796,8.53061224489796,5.316326530612245,7.336734693877551,5.86734693877551,5.635946196660483
494595,Wirtz,3,1,81,1.2454545454545454,5.255102040816327,5.010204081632653,8.255102040816325,8.959183673469386,4.030612244897959,5.316326530612245,2.1938775510204085,2.255102040816327,5.633218923933209
201595,Perri,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,5.2749999999999995,8.2,4.6,7.75,9.1,5.6285227272727285
438234,Marmoush,3,1,24,1.0727272727272728,5.255102040816327,5.010204081632653,7.918367346938775,6.877551020408163,4.030612244897959,5.316326530612245,7.336734693877551,8.193877551020408,5.615946196660483
201658,Tavernier,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,9.326530612244898,8.775510204081632,4.030612244897959,5.316326530612245,1.0918367346938775,1.39795918367347,5.599211502782932
432720,Trafford,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,5.2749999999999995,8.2,4.6,7.75,8.425,5.594772727272728
184341,Mount,3,1,64,1.1939393939393939,5.255102040816327,5.010204081632653,7.918367346938775,8.224489795918368,4.030612244897959,5.316326530612245,3.63265306122449,4.091836734693878,5.574495980210266
198869,White,2,1,70,1.2121212121212122,5.455,5.455,7.345,5.2299999999999995,8.425,4.96,7.75,5.8149999999999995,5.568462121212122
249231,Lewis-Potter,2,1,68,1.206060606060606,5.455,5.455,8.92,8.11,3.9250000000000003,4.96,2.2600000000000002,2.7099999999999995,5.565606060606061
486672,Caicedo,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,6.510204081632653,5.8979591836734695,8.53061224489796,5.316326530612245,7.336734693877551,5.346938775510204,5.557884972170687
208706,Bruno G.,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,3.173469387755102,6.448979591836735,8.53061224489796,5.316326530612245,7.336734693877551,8.438775510204081,5.516558441558442
226944,Kamara,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,6.663265306122449,5.8979591836734695,8.53061224489796,5.316326530612245,7.336734693877551,3.3571428571428568,5.4737012987012985
463936,Gittens,3,1,53,1.1606060606060606,5.255102040816327,5.010204081632653,7.122448979591836,7.091836734693877,4.030612244897959,5.316326530612245,7.336734693877551,5.653061224489796,5.471672850958566
216051,Dalot,2,1,54,1.1636363636363636,5.455,5.455,4.1049999999999995,8.649999999999999,3.9250000000000003,4.96,4.465,5.2299999999999995,5.451113636363636
72147,M.Bizot,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,5.2749999999999995,8.2,4.6,7.75,5.5,5.448522727272729
469142,Van Hecke,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,8.334999999999999,3.9250000000000003,4.96,4.465,6.220000000000001,5.432772727272727
167887,Laurent,3,1,62,1.187878787878788,5.255102040816327,5.010204081632653,7.795918367346938,7.979591836734693,4.030612244897959,5.316326530612245,2.1938775510204085,3.540816326530612,5.400930735930737
519895,Sonne,2,1,73,1.2212121212121212,5.455,5.455,7.93,7.93,3.9250000000000003,4.96,2.2600000000000002,2.17,5.396121212121213
153682,Wilson,3,1,90,1.2727272727272727,5.255102040816327,9.479591836734695,7.122448979591836,6.142857142857142,4.030612244897959,5.316326530612245,3.63265306122449,3.1734693877551026,5.383395176252319
78916,Burn,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,4.195,8.425,9.1,7.75,9.415000000000001,5.378772727272727
596777,Dorgu,2,1,90,1.2727272727272727,5.455,5.455,8.11,6.76,3.9250000000000003,4.96,4.465,4.78,5.3675227272727275
448047,Enzo,3,1,78,1.2363636363636363,5.255102040816327,5.010204081632653,3.173469387755102,6.448979591836735,8.53061224489796,5.316326530612245,7.336734693877551,5.469387755102041,5.364452690166976
172649,Henderson,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,5.2749999999999995,8.2,4.6,7.75,3.7,5.358522727272728
153133,Iwobi,3,1,65,1.196969696969697,5.255102040816327,5.010204081632653,5.346938775510204,8.346938775510203,4.030612244897959,5.316326530612245,3.63265306122449,4.275510204081632,5.357452071737786
482609,Gusto,2,1,11,1.0333333333333334,5.455,5.455,7.705,5.2299999999999995,3.9250000000000003,4.96,7.75,9.82,5.336833333333334
209289,Smith Rowe,3,1,13,1.0393939393939393,5.255102040816327,5.010204081632653,7.520408163265307,6.142857142857142,4.030612244897959,5.316326530612245,7.336734693877551,6.846938775510203,5.321796536796537
427637,Aaronson,3,1,23,1.0696969696969698,5.255102040816327,5.010204081632653,3.173469387755102,7.734693877551021,4.030612244897959,5.316326530612245,7.336734693877551,6.63265306122449,5.277377860235004
209046,Hudson-Odoi,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,5.591836734693878,8.16326530612245,4.030612244897959,5.316326530612245,3.63265306122449,2.836734693877551,5.271660482374768
247412,Strand Larsen,4,1,81,1.2454545454545454,4.375,5.5,8.3125,8.3125,4.65625,4.796875,1.140625,1.0,5.271420454545455
643135,Fer López,3,1,18,1.0545454545454545,5.255102040816327,5.010204081632653,7.336734693877551,6.448979591836735,4.030612244897959,5.316326530612245,3.63265306122449,7.795918367346938,5.243719851576994
465730,De Cuyper,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,7.57,3.9250000000000003,4.96,4.465,6.220000000000001,5.241522727272728
424876,Szoboszlai,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,7.704081632653062,7.581632653061225,4.030612244897959,5.316326530612245,2.1938775510204085,2.255102040816327,5.2364564007421155
221632,Romero,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,5.2299999999999995,8.425,4.96,7.75,5.455,5.232522727272728
122806,McGinn,3,1,83,1.2515151515151515,5.255102040816327,5.010204081632653,3.173469387755102,6.142857142857142,8.53061224489796,5.316326530612245,7.336734693877551,3.63265306122449,5.1976004947433525
102057,Raúl,4,1,65,1.196969696969697,4.375,5.5,7.75,7.1875,4.65625,4.796875,3.671875,3.53125,5.182196969696971
80801,Gana,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,6.877551020408163,7.459183673469388,4.030612244897959,5.316326530612245,3.63265306122449,1.6428571428571426,5.164517625231912
207283,Jensen,3,1,68,1.206060606060606,5.255102040816327,5.010204081632653,8.071428571428571,7.3061224489795915,4.030612244897959,5.316326530612245,1.5204081632653057,1.979591836734694,5.150197897340755
441271,Hoever,2,1,72,1.2181818181818183,5.455,5.455,4.1049999999999995,8.515,3.9250000000000003,4.96,2.2600000000000002,1.6749999999999996,5.134818181818183
215136,N.Williams,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,7.57,3.9250000000000003,4.96,4.465,3.925,5.126772727272728
216094,Frimpong,2,1,59,1.1787878787878787,5.455,5.455,7.345,5.2299999999999995,3.9250000000000003,4.96,7.75,5.994999999999999,5.124128787878789
97299,Stones,2,1,81,1.2454545454545454,5.455,5.455,4.1049999999999995,4.195,8.425,4.96,7.75,8.2,5.108295454545455
493250,Amad,3,1,35,1.106060606060606,5.255102040816327,5.010204081632653,6.142857142857142,5.653061224489796,4.030612244897959,5.316326530612245,7.336734693877551,7.612244897959183,5.1065244279529995
535301,Baleba,3,1,68,1.206060606060606,5.255102040816327,5.010204081632653,5.591836734693878,4.214285714285714,8.53061224489796,5.316326530612245,7.336734693877551,6.387755102040816,5.090504019789734
178301,Watkins,4,1,90,1.2727272727272727,4.375,5.5,5.5,5.21875,9.15625,4.796875,7.1875,3.25,5.084303977272728
494521,Truffert,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,8.334999999999999,3.9250000000000003,4.96,1.225,1.9,5.054772727272727
477717,Estève,2,1,90,1.2727272727272727,5.455,5.455,8.334999999999999,6.49,3.9250000000000003,4.96,2.2600000000000002,1.4050000000000002,5.043522727272728
509416,Ayari,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,3.173469387755102,6.877551020408163,4.030612244897959,9.724489795918368,3.63265306122449,5.071428571428571,5.040538033395176
243016,Mac Allister,3,1,71,1.215151515151515,5.255102040816327,9.479591836734695,6.142857142857142,5.071428571428571,4.030612244897959,5.316326530612245,3.63265306122449,3.0510204081632657,5.005698824984539
215439,Souček,3,1,19,1.0575757575757576,5.255102040816327,5.010204081632653,7.122448979591836,5.653061224489796,4.030612244897959,5.316326530612245,2.1938775510204085,8.86734693877551,5.005247371675943
214590,Wan-Bissaka,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,6.985,3.9250000000000003,4.96,2.2600000000000002,6.535,5.000772727272728
547701,Gray,3,1,70,1.2121212121212122,5.255102040816327,5.010204081632653,3.173469387755102,5.071428571428571,8.53061224489796,5.316326530612245,7.336734693877551,4.887755102040817,4.988559059987632
549912,Talbi,3,1,90,1.2727272727272727,5.255102040816327,9.479591836734695,3.173469387755102,2.9897959183673466,8.53061224489796,5.316326530612245,7.336734693877551,6.204081632653061,4.986966604823748
437505,Isidor,4,1,14,1.0424242424242425,8.453125,5.5,3.8125,3.25,4.65625,4.796875,7.1875,7.328125,4.969867424242424
485711,Šeško,4,1,25,1.0757575757575757,4.375,5.5,5.21875,5.78125,4.65625,4.796875,7.1875,7.75,4.9521070075757585
444102,Evanilson,4,1,90,1.2727272727272727,4.375,5.5,7.75,7.1875,4.65625,4.796875,1.140625,1.28125,4.950710227272728
199798,Konsa,2,1,65,1.196969696969697,5.455,5.455,4.1049999999999995,4.195,8.425,4.96,7.75,4.959999999999999,4.94144696969697
84450,Xhaka,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,3.173469387755102,4.612244897959184,8.53061224489796,5.316326530612245,7.336734693877551,5.86734693877551,4.928803339517626
101188,Digne,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,4.195,8.425,4.96,7.75,4.51,4.926522727272728
215413,Dewsbury-Hall,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,3.173469387755102,7.979591836734693,4.030612244897959,5.316326530612245,3.63265306122449,1.6428571428571426,4.924211502782931
244850,Rogers,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,3.173469387755102,5.071428571428571,8.53061224489796,5.316326530612245,7.336734693877551,3.3571428571428568,4.91808905380334
489639,Verbruggen,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,5.2749999999999995,3.6999999999999997,4.6,4.6,6.8500000000000005,4.908522727272728
232112,Ugarte,3,1,25,1.0757575757575757,5.255102040816327,5.010204081632653,6.142857142857142,4.612244897959184,4.030612244897959,5.316326530612245,7.336734693877551,8.193877551020408,4.872371675943104
496221,Wharton,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,3.173469387755102,5.071428571428571,8.53061224489796,5.316326530612245,7.336734693877551,2.4387755102040813,4.872170686456401
172567,Cullen,3,1,90,1.2727272727272727,5.255102040816327,5.010204081632653,3.173469387755102,8.285714285714285,4.030612244897959,5.316326530612245,1.5204081632653057,1.1530612244897962,4.870640074211503
607464,Kayode,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,7.209999999999999,3.9250000000000003,4.96,2.2600000000000002,2.7099999999999995,4.865772727272728
451302,Bayindir,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,5.2749999999999995,3.6999999999999997,4.6,4.6,5.95,4.863522727272728
180974,Joelinton,3,1,82,1.2484848484848485,5.255102040816327,5.010204081632653,3.173469387755102,3.7857142857142856,8.53061224489796,5.316326530612245,7.336734693877551,8.683673469387754,4.860562770562771
514254,Gomez,3,1,21,1.0636363636363637,5.255102040816327,5.010204081632653,6.142857142857142,5.377551020408163,4.030612244897959,5.316326530612245,3.63265306122449,7.795918367346938,4.857384044526902
214225,Rodon,2,1,90,1.2727272727272727,5.455,5.455,4.1049999999999995,2.3049999999999997,8.425,9.1,7.75,7.9750000000000005,4.834272727272727
54469,Smith,2,1,89,1.2696969696969698,5.455,5.455,4.1049999999999995,7.209999999999999,3.9250000000000003,4.96,2.2600000000000002,2.08,4.833969696969697
80201,Leno,1,1,90,1.2727272727272727,5.7250000000000005,5.7250000000000005,5.7250000000000005,5.2749999999999995,3.6999999999999997,4.6,4.6,5.05,4.818522727272728
